ID	start	stop	Strand	Length	PID	Gene	Synonym	COG	sanger_anot	Possible.DR.phage.PEPPE.	essential.	Annotation	Filter_criteria	Filter
927890..927940	927890	927940	-	882	57116789	PE_PGRS14	Rv0834c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
928675..928791	928675	928791	-	882	57116789	PE_PGRS14	Rv0834c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
928868..928936	928868	928936	-	882	57116789	PE_PGRS14	Rv0834c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
929015..929360	929015	929360	-	882	57116789	PE_PGRS14	Rv0834c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
929367..929373	929367	929373	-	882	57116789	PE_PGRS14	Rv0834c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
929463..929470	929463	929470	-	882	57116789	PE_PGRS14	Rv0834c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
929476..929605	929476	929605	-	882	57116789	PE_PGRS14	Rv0834c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
929666..929961	929666	929961	-	882	57116789	PE_PGRS14	Rv0834c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
968779..968829	968779	968829	-	606	57116793	PE_PGRS15	Rv0872c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
969615..969752	969615	969752	-	606	57116793	PE_PGRS15	Rv0872c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
969874..969934	969874	969934	-	606	57116793	PE_PGRS15	Rv0872c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
976872..976896	976872	976896	-	443	57116794	PPE13	Rv0878c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + homoplasy analysis	DISCARD
976897..976913	976897	976913	-	443	57116794	PPE13	Rv0878c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
977517..977570	977517	977570	-	443	57116794	PPE13	Rv0878c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
977979..978031	977979	978031	-	443	57116794	PPE13	Rv0878c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
978087..978143	978087	978143	-	443	57116794	PPE13	Rv0878c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1025867..1025899	1025867	1025899	-	439	15608060	-	Rv0920c	COG3328L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
1025901..1025904	1025901	1025904	-	439	15608060	-	Rv0920c	COG3328L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
1090782..1090783	1090782	1090783	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1090788..1090793	1090788	1090793	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1090803..1090814	1090803	1090814	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1090938..1090940	1090938	1090940	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1090957..1091137	1090957	1091137	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1091147..1091152	1091147	1091152	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1091362..1091368	1091362	1091368	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1091373..1091379	1091373	1091379	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1091388..1091846	1091388	1091846	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1091888..1092021	1091888	1092021	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1092056..1092089	1092056	1092089	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1092102..1092104	1092102	1092104	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1092246..1092263	1092246	1092263	+	923	57116805	PE_PGRS16	Rv0977	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1093232..1093320	1093232	1093320	I	NA	NA		IG992_Rv0977-Rv0978c			repeat			Annotation + Marin et al 2022	DISCARD
1093450..1093647	1093450	1093647	-	331	57116806	PE_PGRS17	Rv0978c	COG3391S	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1093650..1094356	1093650	1094356	-	331	57116806	PE_PGRS17	Rv0978c	COG3391S	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1094357..1094593	1094357	1094593	I	NA	NA		IG993_Rv0978c-Rv0979c						Annotation + Marin et al 2022	DISCARD
1095203..1095325	1095203	1095325	-	457	57116809	PE_PGRS18	Rv0980c	COG3391S	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1095331..1096451	1095331	1096451	-	457	57116809	PE_PGRS18	Rv0980c	COG3391S	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1096452..1096699	1096452	1096699	I	NA	NA		IG996_Rv0980c-Rv0981						Annotation + Marin et al 2022	DISCARD
1121040..1121090	1121040	1121090	-	419	15608144	-	Rv1004c	-	 II.C.5		nonessential	hypothetical protein	Marin et al 2022 + homoplasy analysis	DISCARD
1121657..1121731	1121657	1121731	-	419	15608144	-	Rv1004c	-	 II.C.5		nonessential	hypothetical protein	Marin et al 2022 + homoplasy analysis	DISCARD
1159195..1159245	1159195	1159245	-	129	15608174	-	Rv1034c	COG3039L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
1160544..1160828	1160544	1160828	-	94	15608177	esxI	Rv1037c	-	 VI		nonessential	putative ESAT-6 like protein ESXI (ESAT-6 like protein 1)	Marin et al 2022 + homoplasy analysis	DISCARD
1161152..1161159	1161152	1161159	I	NA	NA		IG1055_Rv1038c-Rv1039c						Annotation + Marin et al 2022	DISCARD
1161301..1161365	1161301	1161365	-	391	57116813	PPE15	Rv1039c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1162562..1162612	1162562	1162612	-	275	57116814	PE8	Rv1040c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein	Annotation + Marin et al 2022	DISCARD
1164564..1164571	1164564	1164571	I	NA	NA		IG1057_Rv1040c-Rv1041c						Annotation + Marin et al 2022	DISCARD
1164572..1165435	1164572	1165435	-	287	15608181	-	Rv1041c	COG3293L	 IV.B.1	phage	nonessential	IS like-2 transposase	Annotation + Marin et al 2022	DISCARD
1165092..1165499	1165092	1165499	-	135	15608182	-	Rv1042c	COG3293L	 IV.B.1	phage	nonessential	IS like-2 transposase	Annotation + Marin et al 2022	DISCARD
1165500..1165555	1165500	1165555	I	NA	NA		IG1059_Rv1042c-Rv1043c						Annotation + Marin et al 2022	DISCARD
1169292..1169422	1169292	1169422	I	NA	NA		IG1063_Rv1046c-Rv1047						Annotation + Marin et al 2022	DISCARD
1169423..1170670	1169423	1170670	+	415	15608187	-	Rv1047	COG3328L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
1170671..1170739	1170671	1170739	I	NA	NA		IG1064_Rv1047-Rv1048c						Annotation + Marin et al 2022	DISCARD
1188518..1188908	1188518	1188908	-	667	57116818	PE_PGRS19	Rv1067c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1188949..1188955	1188949	1188955	-	667	57116818	PE_PGRS19	Rv1067c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1188972..1189047	1188972	1189047	-	667	57116818	PE_PGRS19	Rv1067c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1189073..1189075	1189073	1189075	-	667	57116818	PE_PGRS19	Rv1067c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1189081..1190177	1189081	1190177	-	667	57116818	PE_PGRS19	Rv1067c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1190249..1190299	1190249	1190299	-	667	57116818	PE_PGRS19	Rv1067c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1190854..1190944	1190854	1190944	-	463	57116819	PE_PGRS20	Rv1068c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1190969..1191112	1190969	1191112	-	463	57116819	PE_PGRS20	Rv1068c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1191130..1191221	1191130	1191221	-	463	57116819	PE_PGRS20	Rv1068c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1191248..1191901	1191248	1191901	-	463	57116819	PE_PGRS20	Rv1068c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1211560..1213863	1211560	1213863	+	767	57116821	PE_PGRS21	Rv1087	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1216548..1216649	1216548	1216649	+	853	57116826	PE_PGRS22	Rv1091	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1216717..1216769	1216717	1216769	+	853	57116826	PE_PGRS22	Rv1091	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1216817..1217162	1216817	1217162	+	853	57116826	PE_PGRS22	Rv1091	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1217167..1217181	1217167	1217181	+	853	57116826	PE_PGRS22	Rv1091	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1217416..1218426	1217416	1218426	+	853	57116826	PE_PGRS22	Rv1091	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1218436..1218676	1218436	1218676	+	853	57116826	PE_PGRS22	Rv1091	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1218702..1218703	1218702	1218703	+	853	57116826	PE_PGRS22	Rv1091	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1218968..1218970	1218968	1218970	+	853	57116826	PE_PGRS22	Rv1091	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1218971..1219030	1218971	1219030	+	853	57116826	PE_PGRS22	Rv1091	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + homoplasy analysis	DISCARD
1251678..1251752	1251678	1251752	-	451	15608268	-	Rv1128c	-	 V	repeat13E12	essential	hypothetical protein	Annotation + Marin et al 2022	DISCARD
1262918..1263031	1262918	1263031	-	618	57116833	PPE16	Rv1135c	-	 IV.H	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1263084..1263190	1263084	1263190	-	618	57116833	PPE16	Rv1135c	-	 IV.H	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1263707..1263760	1263707	1263760	-	618	57116833	PPE16	Rv1135c	-	 IV.H	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1275555..1275607	1275555	1275607	I	NA	NA		IG1168_Rv1147-Rv1148c						Annotation + Marin et al 2022	DISCARD
1275922..1276056	1275922	1276056	I	NA	NA		IG1168_Rv1147-Rv1148c						Annotation + Marin et al 2022	DISCARD
1276289..1276299	1276289	1276299	I	NA	NA		IG1168_Rv1147-Rv1148c						Annotation + Marin et al 2022	DISCARD
1276300..1277748	1276300	1277748	-	482	15608288	-	Rv1148c	-	 V	repeat13E12	nonessential	hypothetical protein	Annotation + Marin et al 2022	DISCARD
1277749..1277892	1277749	1277892	I	NA	NA		IG1169_Rv1148c-Rv1149			repeat			Annotation + Marin et al 2022	DISCARD
1277893..1278300	1277893	1278300	+	135	15608289	-	Rv1149	COG3293L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
1278301..1278829	1278301	1278829	I	NA	NA		IG1170_Rv1149-Rv1151c						Annotation + Marin et al 2022	DISCARD
1319185..1319262	1319185	1319262	+	1582	15608321	pks4	Rv1181	COG3321Q	 I.I		nonessential	polyketide beta-ketoacyl synthase PKS4	Marin et al 2022 + homoplasy analysis	DISCARD
1339343..1339348	1339343	1339348	I	NA	NA		IG1216_Rv1195-Rv1196			repeat			Annotation + Marin et al 2022	DISCARD
1339349..1339839	1339349	1339839	+	391	57116841	PPE18	Rv1196	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1339840..1339885	1339840	1339885	+	391	57116841	PPE18	Rv1196	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + homoplasy analysis	DISCARD
1339886..1340001	1339886	1340001	+	391	57116841	PPE18	Rv1196	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1340006..1340397	1340006	1340397	+	391	57116841	PPE18	Rv1196	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1340491..1340524	1340491	1340524	+	391	57116841	PPE18	Rv1196	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1340525..1340658	1340525	1340658	I	NA	NA		IG1217_Rv1196-Rv1197						Annotation + Marin et al 2022	DISCARD
1340659..1340955	1340659	1340955	+	98	15608337	esxK	Rv1197	-	 VI		nonessential	Esat-6 like protein esxK (Esat-6 like protein 3)	Marin et al 2022 + homoplasy analysis	DISCARD
1341006..1341290	1341006	1341290	+	94	15608338	esxL	Rv1198	-	 VI		nonessential	putative ESAT-6 like protein ESXL (ESAT-6 like protein 4)	Marin et al 2022 + homoplasy analysis	DISCARD
1341291..1341357	1341291	1341357	I	NA	NA		IG1219_Rv1198-Rv1199c						Annotation + Marin et al 2022	DISCARD
1341358..1342605	1341358	1342605	-	415	15608339	-	Rv1199c	COG3328L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
1342606..1342739	1342606	1342739	I	NA	NA		IG1220_Rv1199c-Rv1200						Annotation + Marin et al 2022	DISCARD
1351194..1351283	1351194	1351283	+	318	15608347	folP2	Rv1207	COG0294H	 I.G.2		nonessential	dihydropteroate synthase 2 FolP2	Marin et al 2022 + homoplasy analysis	DISCARD
1357060..1357129	1357060	1357129	I	NA	NA		IG1234_Rv1213-Rv1214c						Annotation + Marin et al 2022	DISCARD
1357247..1357292	1357247	1357292	I	NA	NA		IG1234_Rv1213-Rv1214c						Annotation + Marin et al 2022	DISCARD
1357293..1357302	1357293	1357302	-	110	57116843	PE14	Rv1214c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein	Annotation + Marin et al 2022	DISCARD
1385096..1385437	1385096	1385437	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1385572..1385580	1385572	1385580	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1385586..1385667	1385586	1385667	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1385669..1385672	1385669	1385672	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1386008..1386036	1386008	1386036	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1386073..1386081	1386073	1386081	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1386112..1386113	1386112	1386113	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1386118..1386121	1386118	1386121	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1386125..1386129	1386125	1386129	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1386136..1386140	1386136	1386140	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1386154..1386214	1386154	1386214	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1386285..1386359	1386285	1386359	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1386360..1386450	1386360	1386450	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + homoplasy analysis	DISCARD
1386451..1386501	1386451	1386501	-	562	57116845	PE_PGRS23	Rv1243c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1414620..1414621	1414620	1414621	-	626	15608406	pknH	Rv1266c	COG0515RTKL	 I.J.3		nonessential	transmembrane serine/threonine-protein kinase H	Marin et al 2022 + homoplasy analysis	DISCARD
1414628..1414629	1414628	1414629	-	626	15608406	pknH	Rv1266c	COG0515RTKL	 I.J.3		nonessential	transmembrane serine/threonine-protein kinase H	Marin et al 2022 + homoplasy analysis	DISCARD
1414652..1414653	1414652	1414653	-	626	15608406	pknH	Rv1266c	COG0515RTKL	 I.J.3		nonessential	transmembrane serine/threonine-protein kinase H	Marin et al 2022 + homoplasy analysis	DISCARD
1468132..1468159	1468132	1468159	I	NA	NA		IG1334_Rv1312-Rv1313c						Annotation + homoplasy analysis	DISCARD
1468160..1468170	1468160	1468170	I	NA	NA		IG1334_Rv1312-Rv1313c						Annotation + Marin et al 2022	DISCARD
1468171..1469505	1468171	1469505	-	444	15608453	-	Rv1313c	COG3464L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
1469506..1469623	1469506	1469623	I	NA	NA		IG1335_Rv1313c-Rv1314c						Annotation + Marin et al 2022	DISCARD
1469624..1469670	1469624	1469670	I	NA	NA		IG1335_Rv1313c-Rv1314c						Annotation + homoplasy analysis	DISCARD
1480944..1480945	1480944	1480945	-	535	15608459	-	Rv1319c	COG2114T	 IV.I		nonessential	adenylate cyclase	Marin et al 2022 + homoplasy analysis	DISCARD
1488082..1488147	1488082	1488147	I	NA	NA		IG1347_Rv1324-Rv1325c						Annotation + Marin et al 2022	DISCARD
1488383..1488410	1488383	1488410	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1488413..1488420	1488413	1488420	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1488421..1488428	1488421	1488428	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + homoplasy analysis	DISCARD
1488429..1488757	1488429	1488757	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1488760..1488766	1488760	1488766	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1488776..1488788	1488776	1488788	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1488791..1488794	1488791	1488794	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1488807..1488810	1488807	1488810	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1488813..1488839	1488813	1488839	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1488843..1488848	1488843	1488848	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1488896..1489512	1488896	1489512	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1489537..1489647	1489537	1489647	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1489738..1489798	1489738	1489798	-	603	57116848	PE_PGRS24	Rv1325c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1532535..1532922	1532535	1532922	-	396	57116852	PPE19	Rv1361c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1532923..1532985	1532923	1532985	-	396	57116852	PPE19	Rv1361c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + homoplasy analysis	DISCARD
1532986..1533633	1532986	1533633	-	396	57116852	PPE19	Rv1361c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
1533634..1533658	1533634	1533658	I	NA	NA		IG1384_Rv1361c-Rv1362c						Annotation + Marin et al 2022	DISCARD
1541944..1541993	1541944	1541993	I	NA	NA		IG1391_Rv1368-Rv1369c						Annotation + Marin et al 2022	DISCARD
1541994..1542878	1541994	1542878	-	294	15608509	-	Rv1369c	COG2801L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
1542879..1542928	1542879	1542928	I	NA	NA		IG1392_Rv1369c-Rv1370c			repeat			Annotation + Marin et al 2022	DISCARD
1542929..1543255	1542929	1543255	-	108	15608510	-	Rv1370c	COG2963L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
1543256..1543358	1543256	1543358	I	NA	NA		IG1393_Rv1370c-Rv1371						Annotation + Marin et al 2022	DISCARD
1572184..1572482	1572184	1572482	-	576	57116861	PE_PGRS25	Rv1396c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1572499..1572621	1572499	1572621	-	576	57116861	PE_PGRS25	Rv1396c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1572744..1573530	1572744	1573530	-	576	57116861	PE_PGRS25	Rv1396c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1573555..1573606	1573555	1573606	-	576	57116861	PE_PGRS25	Rv1396c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1606514..1606565	1606514	1606565	+	528	57116862	PE16	Rv1430	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein	Annotation + Marin et al 2022	DISCARD
1612562..1612665	1612562	1612665	-	202	15608573	-	Rv1435c	-	 VI		nonessential	proline, glycine, valine-rich secreted protein	Marin et al 2022 + homoplasy analysis	DISCARD
1618209..1619684	1618209	1619684	-	491	57116864	PE_PGRS26	Rv1441c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1630814..1630825	1630814	1630825	-	1329	57116865	PE_PGRS27	Rv1450c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1630827..1630837	1630827	1630837	-	1329	57116865	PE_PGRS27	Rv1450c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1630839..1630872	1630839	1630872	-	1329	57116865	PE_PGRS27	Rv1450c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
1630874..1630875	1630874	1630875	-	1329	57116865	PE_PGRS27	Rv1450c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
