ID	start	stop	Strand	Length	PID	Gene	Synonym	COG	sanger_anot	Possible.DR.phage.PEPPE.	essential.	Annotation	Filter_criteria	Filter
391252..391351	391252	391351	I	NA	NA		IG326_Rv0323c-Rv0324							KEEP
391352..392032	391352	392032	+	226	15607465	-	Rv0324	COG0607P,COG0640K	 I.J.1		nonessential	ArsR family transcriptional regulator		KEEP
392033..392038	392033	392038	I	NA	NA		IG327_Rv0324-Rv0325							KEEP
392039..392263	392039	392263	+	74	15607466	-	Rv0325	COG0500QR	 VI		nonessential	hypothetical protein		KEEP
392264..392272	392264	392272	I	NA	NA		IG328_Rv0325-Rv0326							KEEP
392273..392728	392273	392728	+	151	15607467	-	Rv0326	COG0500QR	 VI		essential	hypothetical protein		KEEP
392696..394045	392696	394045	-	449	15607468	cyp135A1	Rv0327c	COG2124Q	 IV.F		nonessential	cytochrome P450 135A1		KEEP
394046..394110	394046	394110	I	NA	NA		IG330_Rv0327c-Rv0328							KEEP
394111..394713	394111	394713	+	200	15607469	-	Rv0328	COG1309K	 I.J.1		nonessential	TetR/AcrR family transcriptional regulator		KEEP
394694..395320	394694	395320	-	208	15607470	-	Rv0329c	COG0500QR	 V		nonessential	hypothetical protein		KEEP
395321..395346	395321	395346	I	NA	NA		IG332_Rv0329c-Rv0330c							KEEP
395347..396087	395347	396087	-	246	15607471	-	Rv0330c	COG1309K	 VI		nonessential	hypothetical protein		KEEP
396088..396200	396088	396200	I	NA	NA		IG333_Rv0330c-Rv0331							KEEP
396201..397367	396201	397367	+	388	15607472	-	Rv0331	COG0446R	 VI		nonessential	dehydrogenase/reductase		KEEP
397368..397441	397368	397441	I	NA	NA		IG334_Rv0331-Rv0332							KEEP
397442..398227	397442	398227	+	261	15607473	-	Rv0332	-	 V		nonessential	hypothetical protein		KEEP
398228..398253	398228	398253	I	NA	NA		IG335_Rv0332-Rv0333							KEEP
398254..398628	398254	398628	+	124	15607474	-	Rv0333	-	 VI		nonessential	hypothetical protein		KEEP
398629..398657	398629	398657	I	NA	NA		IG336_Rv0333-Rv0334							KEEP
398658..399524	398658	399524	+	288	15607475	rmlA	Rv0334	COG1209M	 I.C.3		essential	alpha-D-glucose-1-phosphate thymidylyltransferase RmlA		KEEP
399525..399534	399525	399534	I	NA	NA		IG337_Rv0334-Rv0335c							KEEP
399535..400050	399535	400050	-	171	57116722	PE6	Rv0335c	-	 IV.C.1	PE/PPE/PGRS	essential	PE family protein		KEEP
400051..400146	400051	400146	I	NA	NA		IG338_Rv0335c-Rv0336			repeat				KEEP
400147..400191	400147	400191	I	NA	NA		IG338_Rv0335c-Rv0336			repeat			Annotation + Marin et al 2022	DISCARD
400192..401703	400192	401703	+	503	15607477	-	Rv0336	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
401704..401706	401704	401706	I	NA	NA		IG339_Rv0336-Rv0337c						Annotation + Marin et al 2022	DISCARD
401707..401872	401707	401872	I	NA	NA		IG339_Rv0336-Rv0337c							KEEP
401873..403162	401873	403162	-	429	15607478	aspC	Rv0337c	COG0436E	 I.D.2		essential	aminotransferase AlaT		KEEP
403163..403192	403163	403192	I	NA	NA		IG340_Rv0337c-Rv0338c							KEEP
403193..405841	403193	405841	-	882	15607479	-	Rv0338c	COG0247C	 VI		essential	iron-sulfur-binding reductase		KEEP
405842..405949	405842	405949	I	NA	NA		IG341_Rv0338c-Rv0339c							KEEP
405950..408448	405950	408448	-	832	15607480	-	Rv0339c	COG2197TK,COG2771K	 I.J.1		nonessential	transcriptional regulatory protein		KEEP
408449..408633	408449	408633	I	NA	NA		IG342_Rv0339c-Rv0340			DR-emb				KEEP
408634..409173	408634	409173	+	179	15607481	-	Rv0340	-	 V	DR-emb-inh	nonessential	hypothetical protein		KEEP
409174..409361	409174	409361	I	NA	NA		IG343_Rv0340-Rv0341			DR-emb				KEEP
409362..410551	409362	410551	+	479	15607482	iniB	Rv0341	-	 VI	DR-emb-inh	nonessential	isoniazid inductible gene protein INIB		KEEP
410552..410570	410552	410570	+	479	15607482	iniB	Rv0341	-	 VI	DR-emb-inh	nonessential	isoniazid inductible gene protein INIB	Only Marin et al 2022	KEEP
410571..410801	410571	410801	+	479	15607482	iniB	Rv0341	-	 VI	DR-emb-inh	nonessential	isoniazid inductible gene protein INIB		KEEP
410802..410837	410802	410837	I	NA	NA		IG344_Rv0341-Rv0342							KEEP
410838..412760	410838	412760	+	640	15607483	iniA	Rv0342	COG0699R	 VI	DR-emb-inh	nonessential	isoniazid inductible gene protein INIA		KEEP
412757..414238	412757	414238	+	493	15607484	iniC	Rv0343	COG0699R	 VI	DR-emb-inh	nonessential	isoniazid inductible gene protein INIC		KEEP
414239..414380	414239	414380	I	NA	NA		IG346_Rv0343-Rv0344c							KEEP
414381..414941	414381	414941	-	186	15607485	lpqJ	Rv0344c	-	 II.C.1		nonessential	lipoprotein LpqJ		KEEP
414942..415049	414942	415049	I	NA	NA		IG347_Rv0344c-Rv0345							KEEP
415050..415460	415050	415460	+	136	15607486	-	Rv0345	COG2068R	 V		nonessential	hypothetical protein		KEEP
415461..415501	415461	415501	I	NA	NA		IG348_Rv0345-Rv0346c							KEEP
415502..416965	415502	416965	-	487	57116723	ansP2	Rv0346c	COG1113E	 III.A.1		nonessential	L-asparagine ABC transporter permease		KEEP
416966..417303	416966	417303	I	NA	NA		IG349_Rv0346c-Rv0347							KEEP
417304..418290	417304	418290	+	328	15607488	-	Rv0347	-	 II.C.4		essential	hypothetical protein		KEEP
418291..418292	418291	418292	I	NA	NA		IG350_Rv0347-Rv0348							KEEP
418293..418946	418293	418946	+	217	15607489	-	Rv0348	COG1396K	 I.J.1		nonessential	transcriptional regulatory protein		KEEP
418947..418948	418947	418948	I	NA	NA		IG351_Rv0348-Rv0349							KEEP
418949..419608	418949	419608	+	219	15607490	-	Rv0349	-	 VI		nonessential	hypothetical protein		KEEP
419609..419834	419609	419834	I	NA	NA		IG352_Rv0349-Rv0350							KEEP
419835..421712	419835	421712	+	625	15607491	dnaK	Rv0350	COG0443O	 III.B		essential	molecular chaperone DnaK		KEEP
421709..422416	421709	422416	+	235	15607492	grpE	Rv0351	COG0576O	 III.B		essential	GRPE protein (HSP-70 cofactor)		KEEP
422417..422451	422417	422451	I	NA	NA		IG354_Rv0351-Rv0352							KEEP
422452..423639	422452	423639	+	395	57116724	dnaJ1	Rv0352	COG0484O	 III.B		essential	chaperone protein DnaJ1		KEEP
423639..424006	423639	424006	+	126	15607494	hspR	Rv0353	COG0789K	 III.B		nonessential	HEAT shock protein transcriptional repressor HspR		KEEP
424007..424019	424007	424019	+	126	15607494	hspR	Rv0353	COG0789K	 III.B		nonessential	HEAT shock protein transcriptional repressor HspR	Only Marin et al 2022	KEEP
424020..424150	424020	424150	I	NA	NA		IG356_Rv0353-Rv0354c						Annotation + Marin et al 2022	DISCARD
424151..424268	424151	424268	I	NA	NA		IG356_Rv0353-Rv0354c							KEEP
424269..424694	424269	424694	-	141	57116725	PPE7	Rv0354c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
424695..424776	424695	424776	I	NA	NA		IG357_Rv0354c-Rv0355c			repeat				KEEP
424777..424842	424777	424842	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
424843..425033	424843	425033	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
425034..425095	425034	425095	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
425096..425154	425096	425154	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
425155..425167	425155	425167	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
425168..425272	425168	425272	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
425273..425283	425273	425283	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
425284..425593	425284	425593	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
425594..426575	425594	426575	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
426576..426680	426576	426680	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
426681..426735	426681	426735	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
426736..426861	426736	426861	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
426862..426909	426862	426909	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
426910..426998	426910	426998	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
426999..427069	426999	427069	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
427070..427200	427070	427200	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
427201..427295	427201	427295	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
427296..427383	427296	427383	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
427384..428402	427384	428402	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
428403..428503	428403	428503	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
428504..428524	428504	428524	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
428525..428762	428525	428762	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
428763..429118	428763	429118	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
429119..429181	429119	429181	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
429182..429631	429182	429631	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
429632..429716	429632	429716	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
429717..429790	429717	429790	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
429791..430174	429791	430174	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
430175..431042	430175	431042	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
431043..431094	431043	431094	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431095..431125	431095	431125	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
431126..431184	431126	431184	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431185..431191	431185	431191	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
431192..431263	431192	431263	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431264..431272	431264	431272	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
431273..431442	431273	431442	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431443..431453	431443	431453	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
431454..431551	431454	431551	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431552..431883	431552	431883	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
431884..431935	431884	431935	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
431936..432374	431936	432374	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
432375..432436	432375	432436	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
432437..432532	432437	432532	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
432533..432592	432533	432592	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
432593..432604	432593	432604	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
432605..432804	432605	432804	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
432805..433690	432805	433690	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
433691..433801	433691	433801	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
433802..433847	433802	433847	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
433848..433930	433848	433930	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
433931..433939	433931	433939	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
433940..434006	433940	434006	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
434007..434226	434007	434226	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
434227..434311	434227	434311	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
434312..434679	434312	434679	-	3300	57116726	PPE8	Rv0355c	COG1357S	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
434680..434829	434680	434829	I	NA	NA		IG358_Rv0355c-Rv0356c							KEEP
434830..435474	434830	435474	-	214	15607497	-	Rv0356c	COG2050Q	 V		nonessential	hypothetical protein		KEEP
435471..436769	435471	436769	-	432	15607498	purA	Rv0357c	COG0104F	 I.F.1		essential	adenylosuccinate synthetase		KEEP
436770..436859	436770	436859	I	NA	NA		IG360_Rv0357c-Rv0358							KEEP
436860..437507	436860	437507	+	215	15607499	-	Rv0358	-	 V		nonessential	hypothetical protein		KEEP
437508..437517	437508	437517	I	NA	NA		IG361_Rv0358-Rv0359							KEEP
437518..438297	437518	438297	+	259	15607500	-	Rv0359	COG1994R	 II.C.5		nonessential	integral membrane protein		KEEP
438298..438301	438298	438301	I	NA	NA		IG362_Rv0359-Rv0360c							KEEP
438302..438739	438302	438739	-	145	15607501	-	Rv0360c	-	 V		nonessential	hypothetical protein		KEEP
438740..438821	438740	438821	I	NA	NA		IG363_Rv0360c-Rv0361							KEEP
438822..439649	438822	439649	+	275	15607502	-	Rv0361	-	 II.C.4		nonessential	hypothetical protein		KEEP
439650..439870	439650	439870	I	NA	NA		IG364_Rv0361-Rv0362							KEEP
439871..441253	439871	441253	+	460	15607503	mgtE	Rv0362	COG2239P	 III.A.2		nonessential	Mg2+ transport transmembrane protein MgtE		KEEP
441254..441264	441254	441264	I	NA	NA		IG365_Rv0362-Rv0363c							KEEP
441265..442299	441265	442299	-	344	15607504	fba	Rv0363c	COG0191G	 I.B.1		nonessential	fructose-bisphosphate aldolase		KEEP
442300..442394	442300	442394	I	NA	NA		IG366_Rv0363c-Rv0364							KEEP
442395..443078	442395	443078	+	227	15607505	-	Rv0364	COG0586S	 II.C.5		nonessential	transmembrane protein		KEEP
443067..444197	443067	444197	-	376	15607506	-	Rv0365c	COG4833G	 V		nonessential	hypothetical protein		KEEP
444198..444221	444198	444221	I	NA	NA		IG368_Rv0365c-Rv0366c							KEEP
444222..444815	444222	444815	-	197	15607507	-	Rv0366c	COG4185S	 V		nonessential	hypothetical protein		KEEP
444816..444843	444816	444843	I	NA	NA		IG369_Rv0366c-Rv0367c							KEEP
444844..445233	444844	445233	-	129	15607508	-	Rv0367c	-	 VI		nonessential	hypothetical protein		KEEP
445234..445313	445234	445313	I	NA	NA		IG370_Rv0367c-Rv0368c							KEEP
445314..446525	445314	446525	-	403	15607509	-	Rv0368c	COG3552R	 V		nonessential	hypothetical protein		KEEP
446526..446530	446526	446530	I	NA	NA		IG371_Rv0368c-Rv0369c							KEEP
446531..447046	446531	447046	-	171	15607510	-	Rv0369c	COG3427S	 II.C.5		nonessential	membrane oxidoreductase		KEEP
447047..447146	447047	447146	I	NA	NA		IG372_Rv0369c-Rv0370c							KEEP
447147..448043	447147	448043	-	298	15607511	-	Rv0370c	COG0714R	 I.B.7		nonessential	oxidoreductase		KEEP
448040..448633	448040	448633	-	197	15607512	-	Rv0371c	COG2068R	 V		nonessential	hypothetical protein		KEEP
448630..449385	448630	449385	-	251	15607513	-	Rv0372c	COG1975O	 V		essential	hypothetical protein		KEEP
449386..449403	449386	449403	I	NA	NA		IG375_Rv0372c-Rv0373c							KEEP
449404..451803	449404	451803	-	799	15607514	-	Rv0373c	COG1529C	 VI		nonessential	carbon monoxyde dehydrogenase large subunit		KEEP
451800..452279	451800	452279	-	159	15607515	-	Rv0374c	COG2080C	 VI		nonessential	carbon monoxyde dehydrogenase small subunit		KEEP
452280..452293	452280	452293	I	NA	NA		IG377_Rv0374c-Rv0375c							KEEP
452294..453154	452294	453154	-	286	15607516	-	Rv0375c	COG1319C	 VI		nonessential	carbon monoxyde dehydrogenase medium subunit		KEEP
453155..453229	453155	453229	I	NA	NA		IG378_Rv0375c-Rv0376c							KEEP
453230..454372	453230	454372	-	380	15607517	-	Rv0376c	COG1975O	 V		nonessential	hypothetical protein		KEEP
454373..454420	454373	454420	I	NA	NA		IG379_Rv0376c-Rv0377							KEEP
454421..455386	454421	455386	+	321	15607518	-	Rv0377	COG0583K	 I.J.1		nonessential	LysR family transcriptional regulator		KEEP
455387..455636	455387	455636	I	NA	NA		IG380_Rv0377-Rv0378							KEEP
455637..455858	455637	455858	+	73	15607519	-	Rv0378	-	 V		nonessential	glycine rich protein		KEEP
455859..455976	455859	455976	I	NA	NA		IG381_Rv0378-Rv0379							KEEP
455977..456192	455977	456192	+	71	57116727	secE2	Rv0379	COG3360S	 III.D		nonessential	protein transport protein		KEEP
456193..456206	456193	456206	I	NA	NA		IG382_Rv0379-Rv0380c							KEEP
456207..456212	456207	456212	I	NA	NA		IG382_Rv0379-Rv0380c						Only Marin et al 2022	KEEP
456213..456267	456213	456267	I	NA	NA		IG382_Rv0379-Rv0380c							KEEP
456268..456819	456268	456819	-	183	15607521	-	Rv0380c	COG0566J	 IV.H		nonessential	RNA methyltransferase		KEEP
456820..456914	456820	456914	I	NA	NA		IG383_Rv0380c-Rv0381c							KEEP
456915..457823	456915	457823	-	302	15607522	-	Rv0381c	-	 VI		nonessential	hypothetical protein		KEEP
457824..457840	457824	457840	I	NA	NA		IG384_Rv0381c-Rv0382c							KEEP
457841..458380	457841	458380	-	179	57116728	pyrE	Rv0382c	COG0461F	 I.F.2		nonessential	orotate phosphoribosyltransferase		KEEP
458381..458460	458381	458460	I	NA	NA		IG385_Rv0382c-Rv0383c							KEEP
458461..459315	458461	459315	-	284	15607524	-	Rv0383c	-	 VI		essential	hypothetical protein		KEEP
459316..459455	459316	459455	I	NA	NA		IG386_Rv0383c-Rv0384c							KEEP
459456..459876	459456	459876	-	848	15607525	clpB	Rv0384c	COG0542O	 III.B		essential	endopeptidase ATP binding protein		KEEP
459877..459930	459877	459930	-	848	15607525	clpB	Rv0384c	COG0542O	 III.B		essential	endopeptidase ATP binding protein	Only Marin et al 2022	KEEP
459931..460996	459931	460996	-	848	15607525	clpB	Rv0384c	COG0542O	 III.B		essential	endopeptidase ATP binding protein		KEEP
460997..461069	460997	461069	-	848	15607525	clpB	Rv0384c	COG0542O	 III.B		essential	endopeptidase ATP binding protein	Only Marin et al 2022	KEEP
461070..461349	461070	461349	-	848	15607525	clpB	Rv0384c	COG0542O	 III.B		essential	endopeptidase ATP binding protein		KEEP
461350..461432	461350	461432	-	848	15607525	clpB	Rv0384c	COG0542O	 III.B		essential	endopeptidase ATP binding protein	Only Marin et al 2022	KEEP
461433..462002	461433	462002	-	848	15607525	clpB	Rv0384c	COG0542O	 III.B		essential	endopeptidase ATP binding protein		KEEP
462003..462134	462003	462134	I	NA	NA		IG387_Rv0384c-Rv0385							KEEP
462135..463307	462135	463307	+	390	15607526	-	Rv0385	COG0543HC,COG1017C	 VI		nonessential	hypothetical protein		KEEP
463308..463410	463308	463410	I	NA	NA		IG388_Rv0385-Rv0386							KEEP
463411..466668	463411	466668	+	1085	15607527	-	Rv0386	COG2114T,COG2771K,COG3903R	 I.J.1		nonessential	LuxR/UHPA family transcriptional regulator		KEEP
466669..466671	466669	466671	I	NA	NA		IG389_Rv0386-Rv0387c							KEEP
466672..467406	466672	467406	-	244	15607528	-	Rv0387c	-	 V	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
467407..467458	467407	467458	I	NA	NA		IG390_Rv0387c-Rv0388c			repeat				KEEP
467459..468001	467459	468001	-	180	57116729	PPE9	Rv0388c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
468002..468334	468002	468334	I	NA	NA		IG391_Rv0388c-Rv0389							KEEP
468335..469594	468335	469594	+	419	15607530	purT	Rv0389	COG0027F	 I.F.1		nonessential	phosphoribosylglycinamide formyltransferase 2		KEEP
469591..470013	469591	470013	+	140	15607531	-	Rv0390	COG0607P	 V		nonessential	hypothetical protein		KEEP
470010..471230	470010	471230	+	406	15607532	metZ	Rv0391	COG0626E	 I.D.2		nonessential	O-succinylhomoserine sulfhydrylase		KEEP
471227..472442	471227	472442	-	470	15607533	ndhA	Rv0392c	COG1252C	 II.C.5		nonessential	membrane NADH dehydrogenase		KEEP
472443..472496	472443	472496	-	470	15607533	ndhA	Rv0392c	COG1252C	 II.C.5		nonessential	membrane NADH dehydrogenase	Marin et al 2022 + homoplasy analysis	DISCARD
472497..472639	472497	472639	-	470	15607533	ndhA	Rv0392c	COG1252C	 II.C.5		nonessential	membrane NADH dehydrogenase		KEEP
472640..472780	472640	472780	I	NA	NA		IG395_Rv0392c-Rv0393							KEEP
472781..473740	472781	473740	+	441	15607534	-	Rv0393	-	 VI	repeat13E12	nonessential	13E12 repeat family protein		KEEP
473741..474045	473741	474045	+	441	15607534	-	Rv0393	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
474046..474046	474046	474046	+	441	15607534	-	Rv0393	-	 VI	repeat13E12	nonessential	13E12 repeat family protein		KEEP
474047..474106	474047	474106	+	441	15607534	-	Rv0393	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
474107..474109	474107	474109	I	NA	NA		IG396_Rv0393-Rv0394c						Annotation + Marin et al 2022	DISCARD
474110..474121	474110	474121	I	NA	NA		IG396_Rv0393-Rv0394c							KEEP
474122..474841	474122	474841	-	239	15607535	-	Rv0394c	-	 VI		nonessential	hypothetical protein		KEEP
474842..474939	474842	474939	I	NA	NA		IG397_Rv0394c-Rv0395							KEEP
474940..475344	474940	475344	+	134	15607536	-	Rv0395	-	 VI		nonessential	hypothetical protein		KEEP
475345..475349	475345	475349	I	NA	NA		IG398_Rv0395-Rv0396							KEEP
475350..475742	475350	475742	+	130	15607537	-	Rv0396	-	 VI		nonessential	hypothetical protein		KEEP
475743..475806	475743	475806	I	NA	NA		IG399_Rv0396-Rv0397							KEEP
475807..475815	475807	475815	I	NA	NA		IG399_Rv0396-Rv0397						Annotation + Marin et al 2022	DISCARD
475816..476111	475816	476111	+	122	15607538	-	Rv0397	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
476112..476124	476112	476124	+	122	15607538	-	Rv0397	-	 VI	repeat13E12	nonessential	13E12 repeat family protein		KEEP
476125..476183	476125	476183	+	122	15607538	-	Rv0397	-	 VI	repeat13E12	nonessential	13E12 repeat family protein	Annotation + Marin et al 2022	DISCARD
476184..476184	476184	476184	+	122	15607538	-	Rv0397	-	 VI	repeat13E12	nonessential	13E12 repeat family protein		KEEP
476185..476678	476185	476678	I	NA	NA		IG400_Rv0397-Rv0398c							KEEP
476679..477320	476679	477320	-	213	15607539	-	Rv0398c	-	 VI		nonessential	hypothetical protein		KEEP
477321..477326	477321	477326	I	NA	NA		IG401_Rv0398c-Rv0399c							KEEP
477327..478556	477327	478556	-	409	15607540	lpqK	Rv0399c	COG1680V	 II.C.1		essential	lipoprotein LpqK		KEEP
478557..478565	478557	478565	I	NA	NA		IG402_Rv0399c-Rv0400c							KEEP
478566..479753	478566	479753	-	395	15607541	fadE7	Rv0400c	COG1960I	 I.A.3		essential	acyl-CoA dehydrogenase FADE7		KEEP
479754..479788	479754	479788	I	NA	NA		IG403_Rv0400c-Rv0401							KEEP
479789..480160	479789	480160	+	123	15607542	-	Rv0401	-	 II.C.5		nonessential	transmembrane protein		KEEP
480161..480354	480161	480354	I	NA	NA		IG404_Rv0401-Rv0402c							KEEP
480355..483231	480355	483231	-	958	15607543	mmpL1	Rv0402c	COG2409R	 II.C.4		nonessential	transmembrane transport protein MmpL1		KEEP
